headline,label
'2.0' ಟೀಸರ್ ಲೀಕ್ ಆಗಿದ್ದಕ್ಕೆ ಆಕ್ರೋಶಗೊಂಡ ರಜನಿ ಪುತ್ರಿ,entertainment
'ಶೂ'ನಿಂದ ಟ್ರೆಂಡ್​ ಸೃಷ್ಟಿಸಲು ಹೋಗಿ ಟ್ರೋಲಿಗರಿಗೆ ಆಹಾರವಾದ ಶಾರುಖ್ ಖಾನ್ ಮಗ,entertainment
ಮೊದಲ ಬಾರಿಗೆ ಕೇವಲ ನಾಲ್ಕು ಮಂದಿ ಪ್ರೇಕ್ಷಕರಿಗಾಗಿ ‘ಪದ್ಮಾವತ್​’ ವಿಶೇಷ ಪ್ರದರ್ಶನ,entertainment
ಕಿಂಗ್ ಖಾನ್ ಶಾರುಖ್​ಗೆ ಲೈಫ್ ಕೊಟ್ಟ ಖ್ಯಾತ ನಿರ್ದೇಶಕ ಈಗ 'ಸ್ಟೈಲ್ ಗುರು',entertainment
BSNL ಭರ್ಜರಿ ಆಫರ್: ಕೇವಲ 100 ರೂ.ಗೆ ಅನಿಯಮಿತ ಕರೆ ಮತ್ತು 74 GB ಡೇಟಾ,tech
ರಿಲಾಕ್ಸ್​ ಮೂಡ್​ನಲ್ಲಿರುವ ಬಿಎಸ್​ವೈ: ಜಗ್ಗೇಶ್​ ಸಿನಿಮಾ ವೀಕ್ಷಣೆ !,entertainment
2018ನೇ ವರ್ಷದ ಮಕರ ರಾಶಿಯ ಫಲಾಫಲಗಳು,entertainment
'ಒಸಾಮ' ಎಂದು ನಿಂದಿಸಿದ್ದ ಆಸ್ಟ್ರೇಲಿಯಾ ಕ್ರಿಕೆಟಿಗ: ಮೊಹೀನ್ ಅಲಿ ಗಂಭೀರ ಆರೋಪ,sports
ಮೊಬೈಲ್​ ಬಳಕೆದಾರರಿಗೆ ಬಿಗ್ ಶಾಕ್: ಇನ್ಮುಂದೆ ಇನ್​ಕಮಿಂಗ್ ಕರೆಗಳಿಗೆ ರಿಚಾರ್ಜ್​ ಮಾಡಬೇಕು!,tech
ನದಿಗಳ ಉಳಿವಿಗೆ ಟೊಂಕ ಕಟ್ಟಿದ ಫಡ್ನವಿಸ್ ದಂಪತಿ: ಆಲ್ಬಂಗಾಗಿ ಪತ್ನಿ ಜೊತೆ ಬಣ್ಣ ಹಚ್ಚಿದ ಮಹಾರಾಷ್ಟ್ರ ಮುಖ್ಯಮಂತ್ರಿ,entertainment
ಟ್ವಿಟ್ಟರ್​ ನೀಡಿದೆ ಕಿರಿ ಕಿರಿಯಿಂದ ಮುಕ್ತಿ : ಇನ್ನು ಇಷ್ಟವಿಲ್ಲದ ಕಮೆಂಟ್​ ಹೈಡ್​ ಮಾಡಬಹುದು,tech
ಟ್ವೀಟಿಗರು ನಟ ಅಕ್ಷಯ್​ ಕುಮಾರ್​-ಕರಣ್​ ಜೋಹರ್​ರನ್ನು ಜರಿದಿದ್ದೇಕೆ..?,entertainment
ಚೆಂಡು ವಿರೂಪ ಪ್ರಕರಣ: ಕ್ರಿಕೆಟ್ ಆಸ್ಟ್ರೇಲಿಯಾ ಜೇಮ್ಸ್ ರಾಜೀನಾಮೆ,sports
ಅಬ್ಬರವನ್ನು ಮರೆತ ಗಬ್ಬರ್; 2ನೇ ಏಕದಿನದಲ್ಲಿ ಧವನ್ ಬದಲು ರಾಹುಲ್​ಗೆ ಅವಕಾಶ?,sports
'ಕರ್ನಾಟಕ ಚಲನಚಿತ್ರ ಕಪ್​ ಸೀಸನ್​ 2'ಗೆ ನಡೆದಿದೆ ಭರದ ಸಿದ್ಧತೆ!,entertainment
ದಸರಾಗೆ ಸೆಟ್ಟೇರಲಿದೆ ವಿಜಯ್​ ದೇವರಕೊಂಡ ಅಭಿನಯಿಸುತ್ತಿರುವ ಹೊಸ ಸಿನಿಮಾ..!,entertainment
ಫಿಫಾ ವಿಶ್ವಕಪ್ 2018: ಸೌದಿ ಅರೇಬಿಯಾವನ್ನು 1-0 ಅಂತರದಿಂದ ಸೋಲಿಸಿದ ಉರುಗ್ವೆ,sports
ನಿರ್ದೇಶಕ ಸಿಂಪಲ್​ ಸುನಿಗೆ ಬಜಾರ್​ ಚೊಚ್ಚಲ ಸಿನಿಮಾ!,entertainment
ಜಾಹೀರಾತಿನ ಮೂಲಕ ಪರಿಚಿತವಾದ ಪುಟ್ಟ ಪೋರಿ ಈಗ ಸಿನಿಮಾದ ನಾಯಕಿ: ಯಾರು ಆ ನಾಯಕಿ?,entertainment
ನೆರೆ ಸಂತ್ರಸ್ಥರ ಮೊಬೈಲ್​ಗೆ ಉಚಿತ ​ಸರ್ವಿಸ್​!,tech
ಸಚಿನ್ ದಾಖಲೆ ಪುಡಿ ಮಾಡಿದ 16ರ ಪೋರ: ನೇಪಾಳ ಬ್ಯಾಟ್ಸ್​ಮನ್​​ನ ಹೊಸ ಸಾಧನೆ ಏನು?,sports
VIDEO: ವಿರಾಟ್ ಕೊಹ್ಲಿ ವಿಕೆಟ್ ಪಡೆದು ವಿಶ್ವದ ಗಮನ ಸೆಳೆದ ಯುವ ವೇಗಿ,sports
ಸಿದ್ಧವಾಗ್ತಿದೆಯಾ ರಜಿನಿಯ ಪರ್ಫೆಕ್ಟ್ ಸೆಂಡ್ ಆಫ್​ಗೊಂದು ಸಿನಿಮಾ?,entertainment
ಶಾಕಿಂಗ್​ ನ್ಯೂಸ್​! 12 ಕೋಟಿ ಫೇಸ್​ಬುಕ್​ ಬಳಕೇದಾರರ ಮಾಹಿತಿ ಸೋರಿಕೆ!,tech
ಇಂದು ಪಾರ್ವತಮ್ಮ ರಾಜ್ ಕುಮಾರ್ ಅವರ ಮೊದಲ ವರ್ಷದ ಪುಣ್ಯತಿಥಿ,entertainment
`ಕರ್ಷಣಂ' ಸಿನಿಮಾದ ಮೂಲಕ ಮತ್ತೆ ಅಭಿನಯದತ್ತ ಧನಂಜಯ್​ ಚಿತ್ತ,entertainment
42 ವರ್ಷದ ಏಕ್ತಾ ಕಪೂರ್​ಗೆ ಕೊನೆಗೂ ಸಿಕ್ಕ ವ್ಯಾಲೆಂಟೈನ್: ಇವರಿಬ್ಬರ ನಡುವಿನ ವಯಸ್ಸಿನ ಅಂತರ ಎಷ್ಟು ಗೊತ್ತಾ?,entertainment
(LIVE) ಭಾರತ-ಇಂಗ್ಲೆಂಡ್ 2ನೇ ಏಕದಿನ ಪಂದ್ಯ: ಇಂಗ್ಲೆಂಡ್ ವಿರುದ್ಧ ಭಾರತಕ್ಕೆ ಹೀನಾಯ ಸೋಲು,sports
ಚಲನಚಿತ್ರ ವಾಣಿಜ್ಯ ಮಂಡಳಿ ಮೆಟ್ಟಿಲೇರಿದ ಪ್ರೇಮ್-ಶ್ರೀನಿವಾಸ್​ ಕಿತ್ತಾಟ,entertainment
(VIDEO): ವಿಚಿತ್ರ ಶೈಲಿಯಲ್ಲಿ ಬ್ಯಾಟಿಂಗ್ ಮಾಡಿ ತಂಡಕ್ಕೆ ಜಯ ತಂದುಕೊಟ್ಟ ಆಸೀಸ್ ಆಟಗಾರ,sports
ಲೋಕಸಭೆಯಲ್ಲಿ ಅವಿಶ್ವಾಸ ನಿರ್ಣಯದ ವೇಳೆ ಮಹೇಶ್ ಬಾಬು ನಟನೆಯ ಸಿನಿಮಾದ ಸದ್ದು,entertainment
ಏಷ್ಯನ್ ಕಪ್: ಛೇಟ್ರಿ ಮಿಂಚು; ಥಾಯ್ಲೆಂಡ್ ವಿರುದ್ಧ ಭಾರತ ಜಯಭೇರಿ,sports
ಕೊನೆಯದಾಗಿ ಅನಿಲ್​ ಕಪೂರ್​ ಕೈ ಹಿಡಿದು ಹೆಜ್ಜೆ ಹಾಕಿದ ಶ್ರೀದೇವಿ,entertainment
ಕೆಪಿಎಲ್ 2018: ಲಯನ್ಸ್​ಗಳನ್ನು ಕಾಡಿದ ವಾರಿಯರ್ಸ್​; 6 ವಿಕೆಟ್​ಗಳ ಭರ್ಜರಿ ಜಯ,sports
ಛೇ.. ಛೇ.. ರಾಕುಲ್ ಪ್ರೀತ್ ಈ ರೀತಿ ಮಾಡೋದಾ? ಹೊಸ ಫೋಟೋಕ್ಕೆ ಹರಿದು ಬಂತು ಸಾಲು ಸಾಲು ಕಮೆಂಟ್​,entertainment
ಟ್ವಿಟರ್​ನಲ್ಲಿ ನಕಲಿ ಖಾತೆಗಳನ್ನ ಅನ್​ಫಾಲೋ ಮಾಡಿ,tech
ಶಾರುಖ್​-ಸಲ್ಲು ಅವರ ಈ ವಿಡಿಯೋಗೆ 24 ಗಂಟೆಗಳಲ್ಲಿ ಸಿಕ್ಕಿತು 2.4 ಕೋಟಿ ವೀಕ್ಷಣೆ,entertainment
ಯೂ ಟ್ಯೂಬ್​ ಟ್ರೆಂಡಿಂಗ್​ನಲ್ಲಿ 'ಪೈಲ್ವಾನ' ನಂ1: ಎಲ್ಲಿ ನೋಡಿದರೂ ಈಗ ಕಿಚ್ಚನದ್ದೇ ಹವಾ..!,entertainment
ಕರ್ನಾಟಕಕ್ಕೆ ಕಾಲಿಟ್ಟ ಫೇಸ್​​​ಬುಕ್​​​ ಆಫೀಸ್: ಕನ್ನಡಿಗರಿಗೆ ಸಿಗಲಿದೆ ಉದ್ಯೋಗವಕಾಶ..!,tech
ಅಮಿತಾಭ್ ಹೆಸರಲ್ಲಿ ರವಾನೆಯಾಯಿತು ಸುಳ್ಳು ಸಂದೇಶ: ಟ್ವಿಟರ್​ ಮೂಲಕ ಸ್ಪಷ್ಟನೆ ನೀಡಿದ ಬಿ-ಟೌನ್ ಬಿಗ್​ಬಿ,entertainment
ಚಂದನವನದ ಕ್ರೇಜಿಕ್ವೀನ್​ ರಕ್ಷಿತಾಗೆ 34ನೇ ಹುಟ್ಟುಹಬ್ಬದ ಸಂಭ್ರಮ,entertainment
ಫೇಸ್​ಬುಕ್​ನಿಂದ ಡೇಟಿಂಗ್​ ಆ್ಯಪ್​ಗೆ ಸಿದ್ಧತೆ,tech
ನಟ ಗುರುನಂದನ್ ಹೆಸರು ಮತದಾರರ ಪಟ್ಟಿಯಲ್ಲೇ ಇಲ್ಲ !,entertainment
ಐಪಿಎಲ್ 2018: ಉದ್ಘಾಟನಾ ಪಂದ್ಯದಲ್ಲಿ ಚೆನ್ನೈ-ಮುಂಬೈ ತಂಡಗಳ ನಡುವೆ ಕಾದಾಟ,sports
Video ತೆರೆ ಕಂಡ ಆರು ದಿನದಲ್ಲೇ 54 ಕೋಟಿ ಬಾಚಿಕೊಂಡ 'ಸ್ತ್ರೀ',entertainment
ವೆಸ್ಟ್ ಇಂಡೀಸ್ ವಿರುದ್ಧದ ಟೆಸ್ಟ್ ಸರಣಿಗೆ ಭಾರತ ತಂಡ ಪ್ರಕಟ: ಕನ್ನಡಿಗ ಅಗರ್ವಾಲ್​​ಗೆ ಸ್ಥಾನ,sports
ಮಾದಕ ದ್ರವ್ಯ ಹೊಂದಿದ ಆರೋಪದ ಮೇಲೆ ಮಲಯಾಳಂ ನಟಿಯ ಬಂಧನ!,entertainment
ಸಿನಿಮಾ ಚಿತ್ರೀಕರಣದಲ್ಲಿ 'ಸೈಕಲ್ ಹೊಡೆದ' ಸಲ್ಮಾನ್ ಖಾನ್,entertainment
'ಸೂಪರ್​ ಸ್ಟಾರ್​' ರಜನಿಕಾಂತ್​ ಈಗ ರಾಜಕಾರಣಿ ಅಲ್ಲ ಪೊಲೀಸ್​!,entertainment
"(LIVE) ಐಪಿಎಲ್ 2018: ಡೆಲ್ಲಿ V/S ಕೋಲ್ಕತ್ತಾ: ಕೋಲ್ಕತ್ತಾ ವಿರುದ್ಧ  ಡೆಲ್ಲಿ ಡೇರ್​ ಡೆವಿಲ್ಸ್​ಗೆ 55 ರನ್​ಗಳ ಭರ್ಜರಿ ಜಯ, ತವರಲ್ಲಿ ಗೆದ್ದು ಬೀಗಿದ ಶ್ರೇಯಸ್ ಅಯ್ಯರ್ ಪಡೆ",sports
ಇನ್ಮುಂದೆ ವಾಟ್ಸಪ್ ಮೂಲಕ ಹಣ ಸಂಪಾದಿಸಬಹುದು..!,tech
"ಮೊದಲು ನಾನು ಯಾರೆಂದು ಗೊತ್ತಿರಲಿಲ್ಲ, ಈಗ ನನ್ನ ಎಂಟ್ರಿಗೆ ಶಿಳ್ಳೆ ಹೊಡೆಯುತ್ತಿದ್ದಾರೆ; ‘ಕೆಜಿಎಫ್​’ ಚಿತ್ರದ ಯಶಸ್ಸಿಗೆ ಯಶ್​ ಖುಷ್​",entertainment
ಇದು ಗಾಂಧಿನಗರಕ್ಕೆ ಬರ್ತಿರೋ ಹೊಸ ‘ಟೈರು’: ಚಿತ್ರದಲ್ಲಿ ಕಿರಿಕ್ ಕೀರ್ತಿಯ ಹೊಸ ಅವತಾರ!,entertainment
Pulwama Attack: ಹುತಾತ್ಮರ ಕುಟುಂಬದ ನೆರವಿಗೆ ಮುಂದಾದ ಸೆಲೆಬ್ರಿಟಿಗಳು..!,entertainment
ಸುಶ್ಮಿತಾ ಸೇನ್​ ಇನ್ನು ಸಿಂಗಲ್​ ಅಲ್ಲ: ಹೊಸ ಬಾಯ್​ಫ್ರೆಂಡ್​ ಯಾರು ಗೊತ್ತಾ?,entertainment
ಇಷ್ಟು ವರ್ಷ ಆದರೂ ಯಾಕೆ ರಿಲೀಸ್ ಆಗುತ್ತಿಲ್ಲ '2.0' ಸಿನಿಮಾ: ಬೇಸತ್ತ ವಿತರಕರು ಮಾಡಿದ್ದೇನು..!,entertainment
3ನೇ ಏಕದಿನ ಪಂದ್ಯದಲ್ಲಿ ಮುಗ್ಗರಿಸಿದ ಭಾರತ: ಕೊನೆಗೂ ಗೆಲುವಿನ ಸಿಹಿಕಂಡ ಕೆರಿಬಿಯನ್ನರು,sports
ಬಿ-ಟೌನ್​ ಭಾಯಿ ಸಲ್ಲುಗೆ ಬ್ಯಾಡ್​ಭಾಯ್​ ಪಟ್ಟ ಬಂದಿದ್ದು ಹೇಗೆ?,entertainment
ಐಪಿಎಲ್ ಉದ್ಘಾಟನಾ ಸಮಾರಂಭಕ್ಕೆ ನಾಲ್ವರು ನಾಯಕರ ಗೈರು: ಮೊದಲೇ ನಾಯಕರ ಪ್ರತಿಜ್ಞೆ ಚಿತ್ರೀಕರಣ,sports
ಕಂಪನಿ ಸಿಇಒ ಜೀವವನ್ನೇ ಬಲಿ ಪಡೆದ ಬ್ಲಾಕ್​ಬೆರ್ರಿ ಮತ್ತು ಹುವಾವೆ ಮೊಬೈಲ್​ಗಳು,tech
ಭಾರತ vs ವಿಂಡೀಸ್: ಬೃಹತ್ ಮೊತ್ತದತ್ತ ಕೊಹ್ಲಿ ಪಡೆ: ದಿನದಾಟದ ಅಂತ್ಯಕ್ಕೆ ಭಾರತ: 364/4,sports
'ವಿರಾಟ್ ಕೊಹ್ಲಿ' ಕಾಂಗರೂಗಳ ನಾಡಲ್ಲಿ ಟೆಸ್ಟ್​ ಸರಣಿ ಗೆದ್ದ ಭಾರತದ ಪ್ರಥಮ ನಾಯಕ,sports
ಬಾಲಿವುಡ್​ ಸ್ಪೈಡರ್​ ಮ್ಯಾನ್​: ರಣವೀರ್​ ಸಿಂಗ್​ ಸ್ಪೈಡಿ ಆಗಿದ್ದು ಯಾವಾಗ ಗೊತ್ತಾ?,entertainment
23 ವರ್ಷ ಕಳೆದರೂ ಜೀವಂತವಾಗಿರುವ 'ಡಿಡಿಎಲ್​ಜೆ'ಯ ರಾಜ್​-ಸಿಮ್ರನ್​ ಪಾತ್ರಗಳು..!,entertainment
ಬಾಲಿವುಡ್​ ಮೂಲಕ ಬೆಳ್ಳಿತೆರೆಗೆ ಲಗ್ಗೆ ಇಡಲಿದ್ದಾರೆ ಪ್ರಧಾನಿ ನರೇಂದ್ರ ಮೋದಿ...!,entertainment
ಕೆಳಗೆ ಬಿದ್ದವರನ್ನ ಮತ್ತಷ್ಟು ತುಳಿಯಬೇಡಿ: ಸ್ಮಿತ್ ಬೆಂಬಿದ್ದಿದ್ದ ಮಾಧ್ಯಮಗಳಿಗೆ ಸ್ಯಾಮಿ ಬುದ್ಧಿವಾದ,sports
ನೂರು ಕೋಟಿ ದಾಟಲಿರುವ ಬನ್ಸಾಲಿ ಅವರ ‘ಪದ್ಮಾವತ್​’ ಸಿನಿಮಾ,entertainment
ಬಿಟ್ರನ್ ರಾಜಮನೆತನದ ವಿವಾಹಕ್ಕೆ ನಟಿ ಪ್ರಿಯಾಂಕಾರಿಗೆ ಆಹ್ವಾನ,entertainment
ಶಾಸ್ತ್ರ: ಹೊಸ ವರ್ಷದ ಪ್ರಾರಂಭದ ದಿನವಾದ ಯುಗಾದಿ ಹಬ್ಬದ ಬಗೆಗಿನ ವಿಶೇಷ ಮಾಹಿತಿ,entertainment
ವೈರಲ್: ಅಜ್ಜಿ ಜತೆ ಹೆಜ್ಜೆ ಹಾಕಿದ ಅದಾ ಶರ್ಮಾ,entertainment
ವಿಂಟರ್ ಒಲಂಪಿಕ್ಸ್,sports
ವಿಂಡೀಸ್ ವಿರುದ್ಧ ಬಾಂಗ್ಲಾ ಕೇವಲ 43 ರನ್​ಗೆ ಆಲೌಟ್; ಹಲವು ದಾಖಲೆಗಳು ಧೂಳೀಪಟ,sports
ಟೀಂ ಇಂಡಿಯಾ ಗೆಲುವಿಗೆ ಶುಭಕೋರಿದ ಡಿಸಿಪಿ ರವಿ ಚನ್ನಣ್ಣನವರ್,sports
Video: ಫಿಟ್​ನೆಸ್​ ಸವಾಲು ಸ್ವೀಕರಿಸಿದ ಸಲ್ಮಾನ್ ಮಾಡಿದ್ದೇನು?,entertainment
ರಾಕಿ ಹಬ್ಬ ಆಚರಿಸಿಕೊಂಡ ಟೀಂ ಇಂಡಿಯಾ ಆಟಗಾರರು,sports
ಶೀಘ್ರದಲ್ಲೇ ಬರಲಿದೆ 20 ರೂ. ಹೊಸ ನೋಟು: ಏನಿದರ ವಿಶೇಷತೆ ?,tech
ಸಾಮಾಜಿಕ ಜಾಲತಾಣದಲ್ಲಿ ಆರಂಭವಾಯ್ತು ‘ನಟಸಾರ್ವಭೌಮ’ನ ಆಳ್ವಿಕೆ,entertainment
"ಆಸ್ಪತ್ರೆಯಿಂದ ಡಿಸ್ಚಾರ್ಜ್​ ಆದ ನಟ ದೇವರಾಜ್, ಮಗ ಪ್ರಜ್ವಲ್; ಶೀಘ್ರದಲ್ಲೇ ಚಾಲೆಂಜಿಂಗ್​ ಸ್ಟಾರ್​ ಮನೆಗೆ",entertainment
ಸಿದ್ದಗಂಗಾ ಶ್ರೀಗಳು ಎಲ್ಲರ ಮನಸ್ಸಿನಲ್ಲಿ ಸದಾ ನೆಲೆಸಿರುತ್ತಾರೆ; ಜಗ್ಗೇಶ್​ ಭಾವುಕ ನುಡಿ,entertainment
‘ವಿಶ್ವ ಕಪ್​‘ ಬಳಿಕ ಏಕದಿನ ಕ್ರಿಕೆಟ್​ಗೆ ವಿದಾಯ ಹೇಳಲಿದ್ದಾರೆ 'ರನ್​ ಮಷಿನ್​' ಕ್ರಿಸ್​ ಗೇಲ್​,sports
"ಫಾರ್ಮ್​​ನಲ್ಲಿದ್ದರು, ಸಾಧನೆ ಮಾಡಿದ್ದರು ಭಾರತ ಕ್ರಿಕಟ್ ತಂಡದಲ್ಲಿ ಈ ಆಟಗಾರರಿಗೆ ಸ್ಥಾನವಿಲ್ಲ",sports
ವರ್ಷದ ಕನ್ನಡಿಗ 2018ರ ಉದ್ಯಮ ವಿಭಾಗದಲ್ಲಿ ನಾಮ ನಿರ್ದೇಶನಗೊಂಡವರ ವಿವರಗಳು,entertainment
"ಹಣೆಗೆ ಬೊಟ್ಟು, ತಲೆಗೆ ಸೆರಗು ಹಾಕಿ ಸೀರೆಯುಟ್ಟ ಗೌತಮ್​ ಗಂಭೀರ್​: ಕಾರಣ ಕೇಳಿದ್ರೆ 'ಸಲಾಂ' ಹೊಡೆಯುತ್ತೀರಿ",sports
ಚಿತ್ರೀಕರಣ ಮುಗಿಸಿರುವ 'ಪೈಲ್ವಾನ' ಸುದೀಪ್​ ಇದೇ ತಿಂಗಳ 23ಕ್ಕೆ ಕಿರುತೆರೆಗೆ ಲಗ್ಗೆ ಇಡಲಿದ್ದಾರೆ...!,entertainment
ಹಿರಿಯ ನಟ ದಿಲೀಪ್​ ಕುಮಾರ್​ ಅವರ ಮನೆಗೆ ಭೇಟಿ ನೀಡಿದ ಶಾರುಖ್​ ಖಾನ್​,entertainment
ಬಿ-ಟೌನ್​ನಲ್ಲಿ 26 ವರ್ಷ ಪೂರೈಸಿದ ಕಿಂಗ್​ ಖಾನ್​ ಶಾರುಖ್​,entertainment
ಏರ್​ಟೆಲ್​ನಿಂದ ಭರ್ಜರಿ ಆಫರ್​: 30 ಜಿಬಿ ಉಚಿತ ಡಾಟಾ,tech
ಫಿಫಾ ವಿಶ್ವಕಪ್ 2018: ಸ್ವೀಡನ್-ಇಂಗ್ಲೆಂಡ್ ಕ್ವಾರ್ಟರ್ ಫೈನಲ್ ಪಂದ್ಯಗಳ ನಡುವಣ ಚಿತ್ರಪಟಗಳು,sports
ಬುಮ್ರಾ ಬೌಲಿಂಗ್ ಶೈಲಿ ಕಾಪಿ ಮಾಡಿದ ಪಾಕ್ ಬಾಲಕ: ವಿಡಿಯೋ ವೈರಲ್,sports
ಮೇ.17ರಂದು ಭಾರತೀಯ ಮಾರುಕಟ್ಟೆಗೆ ಲಗ್ಗೆಯಿಡಲಿರುವ ಒನ್​ ಪ್ಲಸ್​ 6,tech
ಅಮೀರ್​ ಜತೆ 'ಮಹಾಭಾರತ'ದಲ್ಲಿ ತೆರೆ ಹಂಚಿಕೊಳ್ಳಲಿರುವ ಕನ್ನಡದ ಚೆಲುವೆ ಯಾರು ಗೊತ್ತಾ?,entertainment
ಭಾರತಕ್ಕಾಗಿ ಮನಮಿಡಿದ ಶಾಹಿದ್ ಅಫ್ರಿದಿ: ಪಾಕ್ ಆಟಗಾರನ ಕುರಿತು ಗೌತಮ್ ಗಂಭೀರ್ ಹೇಳಿದ್ದೇನು?,sports
ಟ್ರೆಂಡಿಂಗ್​ನಲ್ಲಿ ನಾಲ್ಕನೇ ಸ್ಥಾನದಲ್ಲಿದೆ ಶ್ರೀಮುರಳಿ ಅಭಿನಯದ 'ಭರಾಟೆ' ಟೀಸರ್.!,entertainment
ವಿಂಡೀಸ್ ವಿರುದ್ಧ ಟೆಸ್ಟ್​: ಸರಣಿ ಕ್ಲೀನ್ ಸ್ವೀಪ್ ಮಾಡಿದ ಭಾರತ: 10 ವಿಕೆಟ್​​ಗಳ ಭರ್ಜರಿ ಜಯ,sports
ಸುರಕ್ಷಿತ ಬ್ಯಾಂಕಿಂಗ್​ ವ್ಯವಹಾರಕ್ಕೆ ಇಲ್ಲಿದೆ 8 ಸುಲಭ ಸೂತ್ರಗಳು..!,tech
‘ಅನುಭವ’ದಿಂದ ಗೆದ್ದ ಕಾಶಿನಾಥ್​​,entertainment
"ನಾಗರತ್ನ ಸಿಗಲಿಲ್ಲ, ಪೊಲೀಸ್​ ಠಾಣೆಗೆ ಬಂದುಹೋದ್ರು ಮೋನಿಕಾ-ಮೋನಿಶಾ; ಬೆಳಗ್ಗೆಯಿಂದ ನಡೆಯಿತು ಹೈಡ್ರಾಮಾ",entertainment
ಟಿ20 ವಿಶ್ವಕಪ್: ಗ್ರೂಪ್​ ಹಂತದಲ್ಲಿ ಭಾರತ-ಪಾಕ್ ಮುಖಾಮುಖಿ ಇಲ್ಲ! ಇಲ್ಲಿದೆ ಕಾರಣ,sports
ರೊನಾಲ್ಡೊ ಮನೆಯ ಕೆಲಸಗಾರ ಆಗಬೇಕಾ..? ಹಾಗಾದ್ರೆ ಮೊದಲು ನೀವು ಇದಕ್ಕೆ ಒಪ್ಪಬೇಕು,sports
ಎಟಿಪಿ ಫೈನಲ್ಸ್​​: ಫೆಡರರ್​​ಗೆ ಸೋಲುಣಿಸಿದ ನಿಶಿಕೊರಿ,sports
ಮೋದಿ ಕಾಕಾ ಕಾ ಗಾಂವ್: 11 ತಿಂಗಳ ಹೋರಾಟದ ಬಳಿಕ ಬೆಳ್ಳಿ ತೆರೆಗೆ,entertainment
ಪದಾರ್ಪಣೆ ಟೆಸ್ಟ್​​ನ 2ನೇ ಎಸೆತದಲ್ಲೇ ಸಿಕ್ಸ್; ಏನಂದ್ರು ರಿಷಭ್ ಪಂತ್..?,sports
ಕಬಡ್ಡಿ: ಗೆಲುವು ಮತ್ತು ಅಗ್ರಸ್ಥಾನದೊಂದಿಗೆ ಲೀಗ್ ಹಂತ ಮುಗಿಸಿದ ಬೆಂಗಳೂರು ಬುಲ್ಸ್,sports
"ಕೊಹ್ಲಿ ಅರ್ಧಶತಕ, ಭಾರತಕ್ಕೆ ರೋಚಕ ಜಯ: ಸರಣಿ ಗೆಲ್ಲುವ ಆಸೀಸ್ ಕನಸು ಭಗ್ನ",sports
ಧ್ರುವ ಸರ್ಜಾಗೆ ಹುಟ್ಟುಹಬ್ಬದ ಸಂಭ್ರಮ: ಹೇಗಿದೆ ಗೊತ್ತಾ ಬಹದ್ದೂರ್ ಗಂಡಿನ 'ಪೊಗರು' ಲುಕ್,entertainment
ಸುಮಾರು 1 ವರ್ಷದ ಬಳಿಕ ಧೋನಿ ಬ್ಯಾಟ್​ನಿಂದ ಬಂತು ಅರ್ಧಶತಕ,sports
ಟಿ20 ತ್ರಿಕೋನ ಸರಣಿ: ಬಾಂಗ್ಲಾ ವಿರುದ್ಧ ಭಾರತಕ್ಕೆ 6 ವಿಕೆಟ್ ಭರ್ಜರಿ ಜಯ,sports
"ಐಟಿ ದಾಳಿ ಪ್ರಕರಣ: ಕನ್ನಡ ಚಿತ್ರರಂಗದ ನಟ, ನಿರ್ಮಾಪಕರಿಗೆ ನೋಟಿಸ್​",entertainment
ಬೆಳಗಾವಿಯ ಹುಡುಗಿ ಏಷ್ಯನ್ ಗೇಮ್ಸ್​ನಲ್ಲಿ ಪದಕ ಗೆದ್ದ ಆ ಕುರಷ್ ಆಟ ಯಾವುದು?,sports
ಕಾಲೇಜು ಕಥಾಹಂದರದ ಜೊತೆ ಲವ್ ಮಸಾಲ: ಗಾಂಧೀನಗರಕ್ಕೆ ಎಂಟ್ರಿ ಕೊಟ್ಟ ಪುಟ್ಟರಾಜು...!,entertainment
ಕುಟುಂಬಕ್ಕಾಗಿ ಗ್ಲಾಮರ್​ ತೊರೆದಿದ್ದ ಸಮಂತಾ ಈಗ ಮತ್ತೆ ಹಾಟ್​ ಸೀನ್​ಗಳಿಗೆ ರೆಡಿ? ಇಲ್ಲಿದೆ ಉತ್ತರ,entertainment
Video: 'ದಂಡುಪಾಳ್ಯ 4' ಚಿತ್ರೀಕರಣದ ವೇಳೆ ಬೀಸಿದ ಬಿರುಗಾಳಿ: ಕೂದಲೆಳೆ ಅಂತರದಲ್ಲಿ ಪಾರಾದ ಚಿತ್ರತಂಡ,entertainment
ಪ್ರಿಯಾಂಕಾ-ನಿಕ್​ ಜೋಡಿಯ ಮೆಹೆಂದಿ ಕಾರ್ಯಕ್ರಮದ ಚಿತ್ರಗಳು ಇಲ್ಲಿವೆ ನೋಡಿ,entertainment
ಕ್ಯಾನ್ಸರ್​ನಿಂದ ಬಳಲುತ್ತಿರುವ ಸೊನಾಲಿ ಬೇಂದ್ರೆ ಗಂಡನಿಗೆ ಬರೆದ ಪತ್ರದಲ್ಲೇನಿದೆ?,entertainment
ಫಿಫಾ ವಿಶ್ವಕಪ್​ನಲ್ಲಿ ಭಾರತದ ತ್ರಿವರ್ಣ ಧ್ವಜ ಹಿಡಿದು ನಿಂತ ರೋಹಿತ್ ಶರ್ಮಾ: ಫೋಟೋ ವೈರಲ್,sports
